Image,Memory_Bytes
3.2324193819314573,334170
2.17194202955066,334514
-5.539545129587096,334153
2.549677490721816,334198
4.461857381196076,333920
4.25504697544363,334272
-1.8841883326861255,333389
-3.458355364734434,334480
2.7648154385103787,334520
3.020775017143574,334374
4.2385252981913375,334211
1.2318467013274752,334237
-3.375975931994585,334313
2.7966032887048087,334295
3.163804633781881,334441
1.7329051467964869,334443
5.229048182673036,334506
-0.0773516159876646,334425
3.3904015471398843,334118
3.284844520969493,334133
4.868745461992459,334312
-3.768534543800169,334345
-3.0344788533279843,334343
-0.6262894726225321,334420
2.218902696489348,334074
0.979047024715202,334264
4.818686490783591,334405
3.3874320602122623,334427
2.9523426099151013,334211
7.673407647211071,334436
3.976049987506947,334492
4.047850486438625,334104
4.798454516018349,334209
-3.939884086186797,334362
6.215142268402467,334422
3.3165433151876886,334418
5.752223075042707,334380
1.7650135483710765,333681
0.7053036909829515,334366
4.568035216673234,334446
0.2550358091200166,334546
-0.4165381014690261,334509
-4.258047086060202,334166
4.5332945986671,334147
0.8142321242974564,333266
-5.527842547631557,334262
0.305042000694101,333779
-4.45762132778278,334122
5.150616082392848,334380
5.331664490851392,334115
3.916545157193653,334336
-3.1786839524552697,334432
-1.325697742046751,334328
4.697680074538985,334404
-4.283532665017569,334540
6.118816554313273,334326
-5.384576778494407,334464
1.699125369513414,334436
7.747876824635192,334190
7.548506428661861,334448
5.732601495022038,334520
5.213979936395278,334357
6.868017858699428,334355
6.840635880101463,334129
6.278779491692976,334000
3.728661349939412,334235
8.961052112319425,334454
5.886962635760334,334434
-6.605906716712677,334177
-2.267809160996753,334424
6.25700986521931,334334
1.3713357838029232,334404
0.7323600942636457,334440
4.061300942166433,334099
-3.91925324091036,334123
4.854548906123766,334274
5.144254946695014,334299
4.162827222771583,334276
-1.8711281535955344,334271
3.439441374003016,334344
-0.9610748862067524,334461
-1.433295313560501,334131
4.685636012735301,334355
-1.553804982191882,334331
2.02984760559481,334184
-1.7997855938143743,334243
3.717499599526949,334134
0.9264511206662984,334433
0.2325206351156676,334474
1.9845902742380552,334355
-4.25209022077713,334332
-3.127602573585426,334220
-4.109527821780061,334387
-0.7414457384221489,334222
1.0802793112919584,334201
-1.1577418344652577,334468
0.8818226033182999,334112
2.5818953115325485,334424
3.441783880473711,334420
5.143940833507958,334569
-1.3667960589847097,334213
1.5789741428796944,334122
0.3187950501221372,334456
4.21880615212762,334046
3.216028811942987,333379
4.806752914437688,334463
3.33271426735352,334443
3.940968459453488,334040
1.9849316878011507,334462
1.2338165442420248,334151
5.077307408216621,334398
-0.9451674620740071,334305
-2.429130659973037,334385
2.4295511304790924,334478
5.165947143583098,334454
1.4728608492826858,334474
0.0428230039995476,334465
1.572177879143002,334231
2.7897150978303085,334405
3.395898863784049,334421
4.378306746284146,334201
-2.655036156434752,334462
-6.99239094113593,334360
-3.424112109765143,334395
-2.843600780529595,334157
1.0051613021110963,334472
-1.4624480288418589,334394
-1.3077066328003015,334401
-1.2101170498696954,334430
-3.443181417770729,334433
-2.6685525661260474,334390
-0.623361802729705,334534
2.5470465071361077,334214
2.799897118400864,334224
3.607894503380496,334391
2.870311898716615,334343
3.103569791113003,334331
2.803228045794242,334405
4.600710315848673,334506
0.4779934706565001,334361
3.634534944585843,334414
4.3661819047658845,334360
5.455741626173943,334397
2.1521680046470344,334512
1.5286954665495929,334437
1.0058843912766413,334392
1.2983074940814578,334186
-5.248390826465732,334392
-1.462502077617449,334171
0.7185975752702412,334488
-1.1986697301701472,334509
-6.323349010938792,334451
4.730201216753953,334429
2.644272925102904,334243
-1.236608141995017,334356
0.835448857710233,334588
-2.7991732074427222,334428
3.4440722590356394,334464
-1.3659198257831535,334225
-5.221505247319579,334196
5.9615906883638985,334150
3.769134429771041,334315
